Public Food Key,Food Profile ID,Derivation,Food Name,Food Description,Sampling Details,Nitrogen Factor,Fat Factor,Specific Gravity,Analysed Portion,Unanalysed Portion,Classification,Classification Name
F003907,14876,Analysed,"Fish, battered or crumbed, from takeaway outlet, deep fried, blended frying fat, ready to eat","Fillets of an undefined white flesh fish, coated in batter or breadcrumbs, the deep fried in a blended frying fat, as purchased from takeaway food outlets.","Fat, Na and fatty acids were derived from 7 samples of deep fried fish fillets purchased from takeaway outlets in NSW, WA and SA in 2009. Iodine was derived from 4 samples of takeaway deep fried fish fillets purchased in NSW and SA as part of the same program. Vitamin D was imputed from fish purchased frozen. Proximates (moisture, protein, starch, fibre, ash), vitamins (B6, B12, alpha-tocopherol, folate) and cholesterol were borrowed from NZ FOODfiles 2014, H22 - Fish, battered, deep fried, Independent Shops. Total sugar, vitamins (B1, B2, B3, C, beta-carotene) and minerals (Ca, Fe, K, Mg, P, Se, Zn) were imputed from white fish baked from frozen. Alcohol, folic acid, retinol and caffeine were imputed zero. Note low sum of proximates - data should be used with caution.",6.25,0.95,0,100%,0%,15501,"Fin fish, battered or crumbed"
F000002,14838,Analysed,"Abalone, black lip, aquacultured, raw",Uncooked greyish-brown flesh of a single-shelled mollusc which is characterised by a black ring surrounding the flesh. Aquacultured.,"The majority of nutrient data were derived from 2 samples of aquacultured black lip abalone from 2 Australian producers in 2008 (SARDI). Vitamin D was derived from 6 samples of green, brown and black lip abalone as part of the same program. Proximates (starch, individual sugars, glycogen) were imputed from imputed from Scallop, raw. Vitamins (B1, B2, B3, B5, B6, B12, beta-carotene, folate) were imputed from Sydney rock oyster. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F000003,14839,Analysed,"Abalone, black lip, wild, raw",Uncooked greyish-brown flesh of a single-shelled mollusc which is characterised by a black ring surrounding the flesh. Wild caught.,"The majority of nutrient data were derived from 2 samples of wild caught black lip abalone from 2 Australian producers in 2008 (SARDI). Vitamin D was derived from 6 samples of green, brown and black lip abalone as part of the same program. Proximates (starch, individual sugars, glycogen) were imputed from imputed from scallop. Vitamins (B1, B2, B3, B5, B6, B12, beta-carotene, folate) were imputed from Sydney rock oyster. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F000005,14840,Analysed,"Abalone, green lip, aquacultured, raw",Uncooked greyish-brown flesh of a single-shelled mollusc which is characterised by a green ring surrounding the flesh. Aquacultured.,"The majority of nutrient data were derived from 2 samples of aquacultured green lip abalone from 2 Australian producers in 2008 (SARDI). Vitamin D was derived from 6 samples of green, brown and black lip abalone as part of the same program. Proximates (starch, individual sugars, glycogen) were imputed from imputed from scallop. Vitamins (B1, B2, B3, B5, B6, B12, beta-carotene, folate) were imputed from Sydney rock oyster. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F000006,14841,Analysed,"Abalone, green lip, wild, raw",Uncooked greyish-brown flesh of a single-shelled mollusc which is characterised by a green ring surrounding the flesh. Wild caught.,"The majority of nutrient data were derived from 2 samples of wild caught green lip abalone from 2 Australian producers in 2008 (SARDI). Vitamin D was derived from 6 samples of green, brown and black lip abalone in the same analysis. Proximates (starch, individual sugars, glycogen) were imputed from imputed from scallop. Vitamins (B1, B2, B3, B5, B6, B12, beta-carotene, folate) were imputed from Sydney rock oyster. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero. Note low sum of proximates - data should be used with caution.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F000004,14843,Analysed,"Abalone, brown lip, wild, raw",Uncooked greyish-brown flesh of a single-shelled mollusc which is characterised by a brown ring surrounding the flesh. Wild caught.,"The majority of nutrient data were derived from 2 samples of wild caught brown lip abalone from 2 Australian producers in 2008 (SARDI). Vitamin D was derived from 6 samples of green, brown and black lip abalone in the same analysis. Proximates (starch, individual sugars, glycogen) were imputed from Scallop, raw. Vitamins (B1, B2, B3, B5, B6, B12, beta-carotene, folate) were imputed from Oyster, Sydney Rock, whole oyster, raw. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F003243,5186,Analysed,"Crab, flesh, purchased steamed or boiled",Flesh from crabs purchased freshly cooked by boiling or steaming.,"Moisture, vitamins (B6, B12, folate, tocopherols) and minerals (Ca, I, K, Na, Se) were derived from a composite of 8 samples of fresh, cooked crab purchased in Melbourne in 2006. Proximates (protein, fat, ash), vitamins (B6, C) and minerals (Fe, Mg, Zn, P) were derived from wild harvested Scylla serrata (mud crab) and wild harvested Scylla species (Brand-Miller et al., 1991). Vitamins (B1, B3, beta-carotene), fatty acids, cholesterol and tryptophan were borrowed from USDA SR28,15140 - Crustaceans, crab, blue, cooked, moist heat. Glucose, retinol and cholesterol were imputed from canned crabmeat. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015. Proximates (alcohol, fibre, starch, sugars), folic acid, retinol and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15201,"Crustacea, fresh, frozen"
F005228,14845,Analysed,"Lobster, southern rock, wild, flesh, raw",Uncooked flesh from lobsters.,"The majority of nutrient data were derived from 5 samples of frozen Southern rock lobster from one Australian producer in 2008 (SARDI). Proximates (starch, total sugar) and vitamins (B1, B2, B3, B6, B12, beta-carotene, folate) were estimated from Lobster, flesh only, purchased steamed or boiled. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15201,"Crustacea, fresh, frozen"
F005227,5187,Recipe,"Lobster, southern rock, wild, flesh, purchased steamed or boiled",Flesh from lobsters cooked whole in water or steam prior to purchase so that the lobster is red in colour.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,15201,"Crustacea, fresh, frozen"
F005968,5188,Analysed,"Mussel, blue, steamed","Flesh of a mussel that has a blue or purple tinged shell, that has been steamed with no added fat.","Proximates, Na and fatty acids were derived from 3 composite samples of 8 types of mussels purchased nationally as part of an industry analytical program (Flinders University, 2010). Vitamins, minerals (excluding Na) and cholesterol were derived from individual samples as part of the same program. Beta-carotene and tryptophan were borrowed from USDA SR28, 15164 - Mollusks, mussel, blue, raw. Vitamins (B6, B12, folate, alpha-tocopherol) and minerals (Ca, Zn, P) were imputed from green mussels. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F006150,5189,Borrowed,"Octopus, raw",Uncooked octopus flesh.,"The majority of nutrient data were borrowed from USDA28, 15166, Mollusks, octopus, common, raw. Iodine was borrowed from UK CoFID 2015, 16-259 - Octopus, raw. Trans fat was imputed from squid. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015. Proximates (alcohol, starch) and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F006146,5198,Recipe,"Octopus, boiled, no added fat",Octopus flesh that has been boiled with no added fat.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,15202,"Molluscs, fresh, frozen"
F006288,14849,Analysed,"Oyster, native, aquacultured, raw",Uncooked flesh of aquacultured native oysters purchased in open half shell.,"The majority of nutrient data were derived from 2 samples of Native oysters from 2 Australian producers in 2008 (SARDI). Vitamins (B6, B12, pantothenate, folate) were derived from a composite of 8 samples of Crassostrea gigas purchased in Melbourne in 2000. Proximates (starch and sugars) and vitamins (B1, B2, B3, beta-carotene) were derived from a composite of 6 samples purchased in Adelaide in 1986. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F006289,14852,Analysed,"Oyster, Pacific, aquacultured, raw",Uncooked flesh of aquacultured Pacific oysters purchased in open half shell.,"The majority of nutrient data were derived from 5 samples of raw Pacific oysters from 5 Australian producers in 2008 (SARDI). Vitamins (B6, B12, pantothenate, folate) were derived from a composite of 8 samples of Crassostrea gigas purchased at Melbourne fish markets in 2000. Proximates (starch, sugars) and vitamins (B1, B2, B3, beta-carotene) were derived from a composite of 6 samples purchased in Adelaide in 1986. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F006291,14854,Analysed,"Oyster, Sydney rock, aquacultured, raw",Uncooked flesh of aquacultured Sydney rock oysters purchased in open half shell.,"The majority of nutrient data were derived from 5 samples of raw Sydney Rock oysters from 5 Australian producers in 2008 (SARDI). Vitamins (B6, B12, pantothenate, folate) derived from a composite of 8 samples of Crassostrea gigas purchased in Melbourne in 2000. Proximates (starch, sugars) and vitamins (B1, B2, B3, beta-carotene) were derived from a composite of 6 samples purchased in Adelaide in 1986. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015. Proximates (fibre, alcohol), caffeine and folic acid were imputed zero. Note low sum of proximates - data should be used with caution.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F006285,5190,Recipe,"Oyster, aquacultured, raw","Uncooked flesh of oysters purchased in open half shell. Includes oysters described as Pacific, Native and Sydney rock oysters.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,18% (oyster),82% (shell),15202,"Molluscs, fresh, frozen"
F007422,14946,Analysed,"Prawn, banana, wild, flesh, raw","Uncooked flesh from banana prawns, typically pale in colour with a greenish tinge. Wild caught.","The majority of nutrient data were derived from 5 samples of raw banana prawns from 1 Australian supplier in 2008 (SARDI). Vitamins (B6, B12, D, tocopherols, folate, pantothenate) and minerals (Se, Cu, Cl, I, Mn) were also derived from a composite of 4 samples of green king prawns purchased in Melbourne in 2000. Proximates (starch, sugars) and vitamins (B1, B2, B3, carotenes, cryptoxanthin) were derived from a composite of 5 samples of raw prawns purchased in Adelaide in 1986. Vitamin D was derived from 2 individual samples of Black tiger prawns in 2010 (SARDI). Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15201,"Crustacea, fresh, frozen"
F007421,14863,Analysed,"Prawn, banana, aquacultured, purchased cooked",Flesh from banana prawns. Wild caught and purchased pre-cooked.,"The majority of nutrient data were derived from 2 samples of Banana prawns from 1 Australian producer in QLD in 2008 (SARDI). Vitamin D was derived from 2 individual samples of Black tiger prawns in 2010 (SARDI). Proximates (starch and sugars) and vitamins (B1, B2, B3, B6, B12, beta-carotene, folate) were imputed from AUSNUT 2011-13 profile for cooked king prawns. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15201,"Crustacea, fresh, frozen"
F007424,14913,Analysed,"Prawn, brown tiger, wild, flesh, raw","Uncooked flesh from brown tiger prawns, typically pale brown to blue-green with distinctive stripes. Wild caught.","The majority of nutrient data were derived from 5 samples of brown tiger prawns from 1 Australian supplier in WA in 2008 (SARDI). Vitamins (B6, B12, tocopherols, pantothenate, folate) and minerals (Se, Cu, Cl, I, Mn) were also derived from a composite of 4 samples of green king prawns purchased in Melbourne in 2000. Proximates (starch, sugars) and vitamins (B1, B2, B3, carotenes, cryptoxanthin) were derived from a composite of 5 samples of raw prawns purchased in Adelaide in 1986. Vitamin D was derived from 2 individual samples of Black tiger prawns in 2010 (SARDI). Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15201,"Crustacea, fresh, frozen"
F007423,14867,Analysed,"Prawn, black tiger, aquacultured, purchased cooked",Flesh from black tiger prawns. Wild caught and purchased pre-cooked.,"The majority of nutrient data were derived from 5 samples of Black Tiger prawns from 5 Australian producers in QLD in 2008 (SARDI). Vitamin D was derived from 2 individual samples of Black tiger prawns in 2010 (SARDI). Proximates (starch and sugars) and vitamins (B1, B2, B3, B6, B12, beta-carotene, folate) were imputed from AUSNUT 2011-13 profile for cooked king prawns. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15201,"Crustacea, fresh, frozen"
F007431,14911,Analysed,"Prawn, endeavour, wild, flesh, raw","Uncooked flesh from endeavour prawns, typically pale brown to pink in colour. Wild caught.","The majority of nutrient data were derived from 5 samples of endeavour prawns from 1 Australian supplier in QLD in 2008 (SARDI). Vitamins (B6, B12, D, pantothenate, tocopherols, folate) and minerals (Se, Cu, Cl, I, Mn) were also derived from a composite of 4 samples of green king prawns purchased in Melbourne in 2000. Proximates (starch, sugars) and vitamins (B1, B2, B3, carotenes, cryptoxanthin) were derived from a composite of 5 samples of raw prawns purchased in Adelaide in 1986. Vitamin D was derived from 2 individual samples of Black tiger prawns in 2010 (SARDI). Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15201,"Crustacea, fresh, frozen"
F007451,14912,Analysed,"Prawn, school, wild, flesh, raw","Uncooked flesh from school prawns, typically pale in colour with a greenish tinge. Wild caught.","The majority of nutrient data were derived from 5 samples of school prawns from 1 Australian supplier in WA in 2008 (SARDI). Vitamins (B6, B12, D, pantothenate, tocopherols, folate) and minerals (Se, Cu, Cl, I, Mn) were also derived from a composite of 4 purchases of green king prawns purchased in Melbourne in 2000. Proximates (starch, sugars) and vitamins (B1, B2, B3, carotenes, cryptoxanthin) were derived from a composite of 5 samples of raw prawns purchased in Adelaide in 1986. Vitamin D was derived from 2 individual samples of Black tiger prawns in 2010 (SARDI). Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15201,"Crustacea, fresh, frozen"
F007454,14926,Analysed,"Prawn, Western king, wild, flesh, raw","Uncooked flesh from Western king prawns, typically cream to light brown flesh. Wild caught.","The majority of nutrient data were derived from 5 samples of western king prawns purchased from 1 Australian supplier in WA in 2008 (SARDI). Vitamins (B6, B12, D, pantothenate, tocopherols, folate) and minerals (Se, Cu, Cl, I, Mn) were also derived from a composite of 4 samples of green king prawns purchased in Melbourne in 2000. Proximates (starch, sugars) and vitamins (B1, B2, B3, carotenes, cryptoxanthin) were derived from a composite of 5 samples of raw prawns purchased in Adelaide in 1986. Vitamin D was derived from 2 individual samples of Black tiger prawns in 2010 (SARDI). Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15201,"Crustacea, fresh, frozen"
F007433,5191,Recipe,"Prawn, flesh, raw (green)","Uncooked flesh from large prawns, typically pale in colour with a greenish tinge.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,50% (tail flesh),"50% (shell, upper body, legs)",15201,"Crustacea, fresh, frozen"
F007432,5192,Recipe,"Prawn, flesh, cooked from raw, no added fat",Flesh from large prawns that have been fried with no added fat.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,15201,"Crustacea, fresh, frozen"
F008166,5193,Analysed,"Scallop, raw",Uncooked flesh and roe of a scallop.,"The majority of nutrient data were derived from 5 samples of chilled scallops originating from Lakes Entrance, Blancheport and Streaky Bay and purchased in Melbourne in 2000. Vitamin was derived from 5 samples of frozen scallops purchased in Adelaide in 1986. Tryptophan was borrowed from USDA SR28, 15172 - Mollusks, scallop, mixed species, raw. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F008165,5194,Recipe,"Scallop, fried, no added fat",Flesh and roe of a scallop that has been fried with no added fat.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,15202,"Molluscs, fresh, frozen"
F008828,5195,Analysed,"Squid or calamari, raw",Uncooked squid tubes.,"The majority of nutrient data were derived from 7 samples purchased in Adelaide in 1986. Note uncertainty with identification of some long chain fatty acids. Ash, vitamins (B6, B12, folate, alpha-tocopherol) and minerals (P, I, Se) were borrowed from USDA SR28, 15175, Mollusks - squid, mixed species, raw. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015 analysed in 2010 and 2015. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.6,0,100%,0%,15202,"Molluscs, fresh, frozen"
F008825,5196,Recipe,"Squid or calamari, fried, no added fat","Squid tubes, cut into ring shapes that have been fried with no added fat.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,15202,"Molluscs, fresh, frozen"
F000074,14878,Analysed,"Anchovy, canned in oil, drained","Anchovy fillets preserved by canning in edible oil (including olive and soy oils) and salt, then drained.","The majority of nutrient data were derived from a composite of 6 samples of canned anchovies (3x Delle Vigenti Leggi - Italy, 1x Ispiaco - Italy, 2x Admiral - country of origin unknown), purchased in Adelaide in 1985. Ash, vitamins (B6, B12, folate, alpha-tocopherol), P and Se were borrowed from USDA SR28,15002 - Fish, anchovy, European, canned in oil, drained solids. Iodine was borrowed from NZ FOODfiles 2014, K181 - Anchovy, canned in oil, drained. Trans fat was imputed from Atlantic salmon. Vitamin D was estimated from canned salmon and adjusted based on the proportion of anchovy to oil. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero. Note low sum of proximates - data should be used with caution.",6.25,0.95,0,100%,0%,15401,Packed fin fish
F003009,5036,Analysed,"Cod, smoked, raw",Uncooked fillets of cod preserved by cold or liquid smoking so that the fish has an orange colour.,"The majority of nutrient data were derived from a composite of 6 samples of smoked cod purchased in Adelaide during 1986. Moisture, vitamins (B12, tocopherols, pantothenate, folate) and minerals (Se, I, F, Cl, Mn, D) were derived from a composite of 6 samples of fish imported from south Africa and the Shetland Isles purchased in Melbourne in 2000. Ash and Ca were borrowed from the Danish Food Tables, 571 - Cod, fillet. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.7,0,100%,0%,15102,Smoked fish
F003003,14952,Analysed,"Cod or hake, smoked, steamed",Fillets of cod or hake preserved by cold or liquid smoking so that the fish has an orange colour. Steamed without added fat.,"The majority of nutrient data were derived from a composite of 6 samples purchased in Adelaide in 1986. Moisture, B12, tocopherols, I and Se were derived from a composite of 6 samples of fish imported from South Africa and the Shetland Isles purchased in Melbourne in 2000. Ash and Ca were borrowed from the Danish Food Tables, 571 - Cod, fillet, smoked, with skin. Vitamin D was based on pooled data for non-fatty fish analysed in 2010 and 2015. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.7,0,100%,0%,15102,Smoked fish
F003897,5319,Analysed,"Fish finger, crumbed, purchased frozen, raw","Rectangular-shaped skinless fish pieces, coated in breadcrumbs and partially cooked by deep frying before packaging as a commercially frozen product.","The majority of nutrient data were derived from a composite of 5 samples of fish fingers (2x Woolworths, 1x Birds Eye, 1x I and J and 1x Sealord) purchased from NSW, VIC, TAS, ACT and WA in 2010. Vitamin C was derived from 6 samples of fish fingers (2x Birds Eye, 2x I and J and 2x Black and Gold brands) purchased in Adelaide in 1986. Vitamin D was derived from 8 samples of battered or crumbed Hoki fillets (4x Sealord, 2x Birds Eye, 1x Aldi and 1x Coles) purchased in ACT, QLD, VIC, SA and WA in 2015. Alcohol, folic acid and caffeine were imputed zero.",6.25,0.96,0,100%,0%,15501,"Fin fish, battered or crumbed"
F003896,5320,Recipe,"Fish finger, crumbed, purchased frozen, grilled, no added fat","Rectangular-shaped skinless fish pieces, coated in breadcrumbs and partially cooked by deep frying before packaging as a commercially frozen product. Grilled at home with no added fat.",These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,0,0,0,100%,0%,15501,"Fin fish, battered or crumbed"
F007853,5038,Analysed,"Salmon, pink, canned in brine, drained","Flesh, bones and skin of fish labelled as being pink salmon, canned in brine, then drained.","The majority of nutrient data were adjusted from analysed values for undrained canned pink salmon (1x Anchor, 2x Farmland, 2x John West, 2x Ally, 1x Homebrand, 1x BlueandWhite, 2x Lunchtime) purchased in Adelaide in 1985. Fatty acids were derived from 5 samples of undrained pink salmon (Sealord, Greenseas, Ally, John West and Woolworths) purchased in Sydney in 2005. Vitamins (B6, pantothenate, folate) and minerals (Mn, Cu, Cl, I, Se) were derived from a composite of 8 samples of pink salmon (2x Ally, 2x John West, 2x Farmland, 1x Paramount, 1x Savings) purchased in Melbourne in 2000. Minerals (Cr, I, Ni, Se) were also derived from 6 samples purchased in WA, SA and Queensland in August 2004. Ash, alpha-tocopherol and vitamin D were imputed from red canned salmon. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.9,0,"77% (salmon, bone)",23% (brine),15401,Packed fin fish
F007847,14937,Analysed,"Salmon, flavoured, canned, undrained","Pink or red salmon, canned in water, oil and/or vinegar with added flavouring ingredients such as lemon juice, tomato, herbs and spices, vegetable oil and salt. Products vary in composition between brands. Salmon may be skinless and boneless, therefore the product may contain lower amounts of calcium than regular undrained canned salmon.","The majority of nutrient data were derived from a composite of 5 samples of flavoured canned salmon (2x John West sweet chilli and lime, 1x Greenseas sundried tomato and basil, 1x Safcol tomato and onion and 1x Greenseas seasalt and 1x cracked pepper) purchased in NSW, VIC, TAS, QLD and WA in 2010. Ash, B2 and alpha-tocopherol were imputed from red canned salmon. Vitamin D was imputed from unflavoured canned salmon. Vitamins (B1, B3, B6, B12, C, folate, retinol), minerals (Ca, Fe, Mg, P, Zn) and cholesterol were imputed from pink canned salmon. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.92,0,100% (drained salmon),0%,15401,Packed fin fish
F007860,5040,Analysed,"Salmon, red, canned in brine, drained","Flesh, bones and skin of fish labelled as being red salmon, canned in brine, then drained.","The majority of nutrient data were derived from a composite of 5 samples of canned red salmon (1x John West, 1x Captain, 1x Safcol, 1x Coles and 1x Paramount) purchased in NSW, VIC, TAS, QLD and WA in 2010. Minerals (Cr, Ni, Se) were derived from 6 samples purchased in WA, SA and Queensland in August 2004. Vitamins (B6, B12, tocopherols, pantothenate, folate) and minerals (I, Na, Ca, K, P) were derived from a composite of 8 samples of drained, canned red salmon (2x Paramount, 2x John West, 2x Sealord, 1x Greenseas, 1x Coles) purchased in Melbourne in 2006. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.9,0,"89% (salmon, bone, skin)",11% (brine),15401,Packed fin fish
F007864,14857,Analysed,"Salmon, smoked, sliced",Salmon preserved by salting and smoking then sliced prior to sale. May contain small amounts of vegetable oil. Salmon may be produced in Australia or imported.,"The majority of nutrient data were derived from a composite of 8 samples of sliced smoked salmon (3x Tassal, 2x Superior Gold, 1x Woolworths Gold, 1x Coles and 1x Huon) purchased in ACT, QLD, VIC, SA and WA in 2014. Proximates (fibre, sugars, starch), carotenes and vitamin C were derived from 5 samples of smoked salmon (2x Raucherlachs - Denmark, 1x King Solomon - South Africa, 1x Norda - Germany, 1x unbranded) purchased in Adelaide in 1985. Folate, tocopherols and minerals (I, Ca, K, Na) were also derived from a composite of 8 samples of Australian and imported smoked salmon (2x Superior Gold, 1x Superior Gold Scottish, 1x Tasmanian Supreme, 1x Royal Line, 1x Yumis, 2x unbranded) purchased in Melbourne in 2005. Alcohol, folic acid and caffeine were imputed zero.",6.25,0.9,0,100% (flesh),0%,15102,Smoked fish
F009285,5042,Analysed,"Tuna, canned in brine, drained","Tuna flesh preserved by canning in brine, then drained.","The majority of nutrient data were derived from a composite of 5 samples of canned tuna in brine (1x John West, 1x Greenseas, 1x Safcol, 1x Coles and 1x Homebrand) purchased in NSW, VIC, TAS, QLD and WA in 2010. Vitamin D was based on pooled data for plain and flavoured tuna analysed in 2010 & 2015. Fatty acids were derived from 3 samples of tuna in brine (Homebrand, John West and Safcol Northern Bluefin) purchased in Sydney in 2005. Proximates (fibre, sugars, starch, fat), vitamins (C, carotenes, cryptoxanthin) and cholesterol were derived from a composite of 8 samples of canned tuna (2x John West, 2x Seakist, 2x Safcol, 1x Blue & White, 1x Black & Gold) purchased in Adelaide in 1985. Minerals (Na, K, Cl, Mn, P, Fe, Ca, I, Cr, Ni, Se) were derived from a composite sample purchased nationally in 2004. Minerals (As, Cd, Cu, Hg, Pb, Sb, Se, Zn) were also derived from a composite of samples collected nationally in 2000-01. Vitamins (B6, folate, pantothenate) and minerals ( Mn, P, Cu, Se, F) were also derived from a composite of 9 samples of tuna (2x Greenseas, 2x John West, 1x Savings, 1x Home Brand, 1x Black & Gold, 2x Seakist) purchased in Melbourne in 2000. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero. Note high sum of proximates - data should be used with caution.",6.25,0.9,0,79% (drained tuna),21% (brine),15401,Packed fin fish
F009293,5043,Analysed,"Tuna, flavoured, canned in oil, drained","Tuna flesh canned in oil, water and/or vinegar with added flavouring ingredients such as chilli, tomato, lemon juice, onion, herbs and spices and salt. Products vary in composition between brands.","The majority of nutrient data were derived from a composite of 5 samples of flavoured canned tuna (1x John West oven-dried tomato and basil, 1x Greenseas tomato and onion, 1x Safcol Thai green curry, 1x Sirena rosemary infused oil and 1x Homebrand tomato and onion) purchased from NSW, VIC, TAS, QLD and WA in 2010. Vitamin D was based on pooled data for plain and flavoured tuna analysed in 2010 & 2015. Moisture was estimated by difference. Vitamins (B1, B2, B3, B6 B12, alpha-tocopherol, folate, retinol) and cholesterol were imputed from tuna canned in brine. Proximates (alcohol, fibre), folic acid and caffeine were imputed zero.",6.25,0.94,0,100% (drained tuna),0%,15401,Packed fin fish
F000337,14998,Analysed,"Bar, muesli, plain or with dried fruit, chocolate-coated","Snack style bar whose major ingredients include rolled oats, sugars, vegetable oil, puffed rice, dried fruit or fruit juice, nuts and seeds. The bar is covered or topped with chocolate.","The majority of nutrient data were derived from a composite of 5 samples of muesli bars (3x Uncle Toby's Hi Topps Original, 1x Mother Earth Berry Choc, 1x Kellogg's Choc vanilla malt) purchased in Sydney in 2005. Ash, vitamins (B1, B2, B3, B6, B12, alpha-tocopherol), Se, cholesterol and fatty acids were derived from a composite of 6 samples (4x Uncle Toby's Wrapps - Tangy Orange, Cherry and Coconut, Apricot and Coconut, Peppermint, 2x Gold Crest - Peanut, Cherry and Coconut) purchased in Adelaide in 1990. Total analysed nitrogen reduced by 1% to account for purine nitrogen from chocolate. Folate, I and tryptophan were imputed from plain muesli bar. Trans fat and caffeine were estimated based on 90% Bar, muesli, plain or with dried fruit & 10% Chocolate, milk. Alcohol and vitamins (C, D, folic acid) were imputed zero. Note low sum of proximates - data should be used with caution.",6.25,0.95,0,100%,0%,28303,"Muesli and cereal style bars, added coatings or confectionery"
F000339,14999,Analysed,"Bar, muesli, plain or with dried fruit, yoghurt-coated","Snack style product whose major ingredients include rolled oats, dried fruits, sugars, vegetable oils. The bar is covered or topped with a yoghurt-based coating.","The majority of nutrient data were derived from a composite of 5 samples of yoghurt topped or coated muesli bars (3x Uncle Toby's Strawberry, 1x Uncle Toby's mango & passionfruit, 1x Mother Earth Apricot) purchased in Sydney in 2005. Fatty acids were also derived in 3 samples of muesli bars (Mother Earth Apricot, Day Dawn Apricot, Home Brand Mixed Berry) purchased in Sydney in 2005 and 1 sample of Uncle Toby's Yoghurt Topped Strawberry Muesli bars purchased in SA in 2013. Vitamins (B1, B2, B3, B6, B12, alpha-tocopherol), I, Se, trans fat and tryptophan were imputed from plain muesli bar. Alcohol, vitamin D, folic acid and caffeine were imputed zero. Note low sum of proximates - data should be used with caution.",6.25,0.95,0,100%,0%,28303,"Muesli and cereal style bars, added coatings or confectionery"
