is_cancelled,lead_time,country,company,children,adults,meal,reservation_status_date,booking_changes
0,55,FRA,,0.0,2,BB,2016-12-31,0
0,78,FRA,,0.0,2,BB,2016-12-31,0
0,119,CHE,,1.0,2,HB,2016-12-31,1
0,119,CHE,,1.0,2,HB,2016-12-31,2
0,24,BRA,,2.0,2,BB,2016-12-31,0
0,88,PRT,,0.0,3,BB,2016-12-31,0
0,9,IRL,,0.0,2,SC,2016-12-31,0
0,16,FRA,,0.0,2,SC,2016-12-31,0
0,88,PRT,,0.0,2,BB,2016-12-31,0
0,18,DEU,,1.0,2,BB,2016-12-31,0
0,115,CN,,0.0,2,BB,2016-12-31,0
0,38,SGP,,0.0,2,SC,2016-12-31,0
0,7,POL,,0.0,2,BB,2016-12-31,1
0,1,GBR,,0.0,1,BB,2016-12-31,0
0,59,SVK,,0.0,2,BB,2016-12-31,0
0,37,CHE,,0.0,2,BB,2016-12-31,0
0,74,PRT,,1.0,2,BB,2016-12-31,0
0,0,PRT,,0.0,2,BB,2015-10-03,0
0,19,PRT,,0.0,2,BB,2016-12-31,0
0,23,USA,,0.0,3,BB,2016-12-31,0
0,16,BRA,,0.0,2,BB,2016-12-31,0
0,16,BRA,,0.0,2,BB,2016-12-31,0
0,22,FRA,,0.0,2,BB,2017-01-01,0
0,16,BRA,,0.0,2,BB,2017-01-01,0
0,225,GRC,,0.0,2,SC,2017-01-01,0
0,283,UKR,,0.0,2,SC,2017-01-01,0
0,6,THA,,1.0,2,BB,2017-01-01,0
0,6,THA,,0.0,2,BB,2017-01-01,0
0,11,MOZ,,0.0,2,BB,2017-01-01,0
0,223,JPN,,0.0,1,BB,2017-01-01,0
0,14,NLD,,0.0,2,BB,2017-01-01,0
0,39,BEL,,0.0,2,HB,2017-01-01,0
0,43,BEL,,2.0,2,HB,2017-01-01,0
0,278,DEU,,0.0,2,BB,2017-01-01,1
0,7,FRA,,1.0,2,BB,2017-01-01,0
0,19,FRA,,0.0,2,BB,2017-01-01,0
0,36,FRA,,0.0,2,BB,2017-01-01,0
0,36,FRA,,0.0,2,BB,2017-01-01,0
0,302,BRA,,0.0,2,BB,2017-01-01,2
0,20,AUT,,0.0,1,BB,2017-01-01,0
0,20,AUT,,0.0,2,BB,2017-01-01,0
0,17,DEU,132.0,0.0,2,BB,2017-01-01,0
0,39,SVN,,0.0,2,BB,2017-01-01,0
0,232,ESP,,0.0,2,BB,2017-01-01,0
0,275,AUT,,0.0,2,BB,2017-01-01,0
0,190,DEU,,0.0,2,BB,2017-01-01,0
0,6,NLD,,0.0,2,BB,2017-01-01,0
0,5,ESP,,0.0,2,BB,2017-01-01,2
0,21,FRA,,0.0,3,BB,2017-01-01,0
0,248,FRA,,0.0,2,BB,2017-01-01,0
0,16,FRA,,0.0,2,BB,2017-01-01,0
0,113,FRA,,0.0,2,BB,2017-01-01,0
0,6,ESP,,0.0,2,BB,2017-01-01,0
0,6,AUT,,0.0,1,BB,2017-01-01,1
0,58,ESP,,0.0,2,BB,2017-01-01,1
0,6,AUT,,0.0,2,BB,2017-01-01,0
0,326,DEU,,2.0,2,BB,2017-01-01,2
0,190,DEU,,0.0,2,BB,2017-01-01,0
0,190,DEU,,0.0,2,BB,2017-01-01,0
0,17,PRT,,0.0,2,BB,2017-01-01,1
0,1,BRA,,0.0,2,BB,2017-01-01,1
0,1,BRA,,0.0,2,BB,2017-01-01,1
0,16,FRA,,0.0,2,BB,2017-01-01,0
0,222,ITA,,0.0,2,SC,2017-01-01,0
0,6,ESP,,0.0,2,SC,2017-01-01,0
0,249,FRA,,0.0,2,SC,2017-01-01,0
0,266,PRT,,0.0,2,BB,2017-01-01,0
0,297,FRA,,0.0,2,BB,2017-01-01,2
0,190,SWE,,0.0,2,BB,2017-01-01,0
0,1,ROU,,0.0,2,SC,2017-01-01,0
0,249,FRA,,0.0,3,BB,2017-01-01,1
0,3,HRV,,0.0,2,BB,2017-01-01,0
0,231,GBR,,0.0,2,BB,2017-01-01,0
0,11,PRT,,0.0,2,SC,2017-01-01,0
0,23,USA,,0.0,2,BB,2017-01-01,0
0,52,PRT,,0.0,2,BB,2017-01-01,0
0,12,PRT,,0.0,2,BB,2017-01-01,0
0,18,ESP,,0.0,2,BB,2017-01-01,0
0,3,HUN,,0.0,2,SC,2017-01-01,0
0,115,BRA,,2.0,2,BB,2017-01-01,0
0,15,PRT,,0.0,2,SC,2017-01-01,0
0,17,FRA,,0.0,2,BB,2017-01-01,0
0,19,FRA,,0.0,2,BB,2017-01-01,0
0,19,FRA,,0.0,2,BB,2017-01-01,0
0,11,PRT,,0.0,2,BB,2017-01-01,3
0,355,DEU,,0.0,2,BB,2017-01-02,0
0,7,FRA,,0.0,2,BB,2017-01-02,0
0,278,ITA,,0.0,2,SC,2017-01-02,0
0,7,FRA,,0.0,1,BB,2017-01-02,0
0,7,IRL,,0.0,2,SC,2017-01-02,0
0,16,JPN,,0.0,2,SC,2017-01-02,0
0,4,FRA,,0.0,2,BB,2017-01-02,0
0,41,BRA,,0.0,2,BB,2017-01-02,1
0,7,FRA,,0.0,2,BB,2017-01-02,0
0,127,ITA,,0.0,2,BB,2017-01-02,0
0,41,BRA,,0.0,2,BB,2017-01-02,1
0,353,AUT,,0.0,2,BB,2017-01-02,6
0,352,AUT,,0.0,2,BB,2017-01-02,1
0,20,PRT,,0.0,1,BB,2017-01-02,1
0,20,PRT,,0.0,2,BB,2017-01-02,0
0,18,ITA,,0.0,2,SC,2017-01-02,0
0,44,PRT,,0.0,1,BB,2017-01-02,1
0,18,ITA,,0.0,2,BB,2017-01-02,0
0,18,ITA,,0.0,2,SC,2017-01-02,0
0,20,PRT,,0.0,2,BB,2017-01-02,0
0,44,PRT,,0.0,2,BB,2017-01-02,0
0,44,PRT,,0.0,3,BB,2017-01-02,1
0,44,PRT,,0.0,1,BB,2017-01-02,1
0,20,PRT,,0.0,2,BB,2017-01-02,0
0,20,PRT,,0.0,2,BB,2017-01-02,0
0,18,PRT,,0.0,3,BB,2017-01-02,1
0,41,BRA,,0.0,2,BB,2017-01-02,1
0,41,BRA,,0.0,2,BB,2017-01-02,1
0,32,BRA,,0.0,2,BB,2017-01-02,0
0,44,PRT,,0.0,2,BB,2017-01-02,0
0,18,PRT,,0.0,2,BB,2017-01-02,1
0,20,PRT,,0.0,2,BB,2017-01-02,0
0,20,PRT,,0.0,2,BB,2017-01-02,0
0,41,BRA,,0.0,2,BB,2017-01-02,1
0,32,BRA,,0.0,2,BB,2017-01-02,0
0,32,BRA,,0.0,1,BB,2017-01-02,1
0,20,PRT,,0.0,2,BB,2017-01-02,0
0,20,PRT,,0.0,1,BB,2017-01-02,1
0,25,BRA,,0.0,3,BB,2017-01-02,1
0,44,PRT,,0.0,2,BB,2017-01-02,0
0,44,PRT,,0.0,2,BB,2017-01-02,0
0,15,BRA,,0.0,3,BB,2017-01-02,1
0,252,AUT,,0.0,2,BB,2017-01-02,0
0,44,PRT,,0.0,2,BB,2017-01-02,0
0,20,PRT,,0.0,2,BB,2017-01-02,0
0,28,PRT,,0.0,2,BB,2017-01-02,1
0,41,PRT,,0.0,2,BB,2017-01-02,4
0,28,PRT,,0.0,2,BB,2017-01-02,1
0,252,GBR,,0.0,2,SC,2017-01-02,0
0,252,GBR,,0.0,2,SC,2017-01-02,0
0,32,BRA,,0.0,1,BB,2017-01-02,1
0,6,BRA,,0.0,2,BB,2017-01-02,3
0,245,DEU,,0.0,2,BB,2017-01-02,0
0,44,BRA,,1.0,2,BB,2017-01-02,3
0,15,BRA,,0.0,2,BB,2017-01-02,0
0,15,BRA,,0.0,2,BB,2017-01-02,0
0,32,BRA,,0.0,2,BB,2017-01-02,0
0,6,BRA,,0.0,2,BB,2017-01-02,2
0,17,JPN,,0.0,2,SC,2017-01-02,0
0,0,BRA,,0.0,1,BB,2017-01-02,1
0,244,ESP,,0.0,3,BB,2017-01-02,2
0,15,BRA,,0.0,3,BB,2017-01-02,1
0,259,ESP,,0.0,2,BB,2017-01-02,0
0,259,ESP,,0.0,2,BB,2017-01-02,0
0,222,ITA,,0.0,2,BB,2017-01-02,1
0,222,ITA,,0.0,2,BB,2017-01-02,1
0,207,FRA,,0.0,2,BB,2017-01-02,0
0,203,DEU,,0.0,2,BB,2017-01-02,0
0,207,FRA,,0.0,2,BB,2017-01-02,0
0,3,PRT,,1.0,2,BB,2017-01-02,0
0,3,PRT,,1.0,2,BB,2017-01-02,0
0,221,CHN,,0.0,2,BB,2017-01-02,0
0,356,GBR,,0.0,2,BB,2017-01-02,0
0,207,FRA,,0.0,2,BB,2017-01-02,2
0,272,DEU,,0.0,2,BB,2017-01-02,1
0,15,FRA,,0.0,2,SC,2017-01-02,0
0,9,ESP,,0.0,2,BB,2017-01-02,0
0,64,DEU,,2.0,2,BB,2017-01-02,0
0,207,FRA,,0.0,2,HB,2017-01-02,1
0,6,ITA,,0.0,2,SC,2017-01-02,0
0,207,FRA,,0.0,2,BB,2017-01-02,0
0,54,PRT,,1.0,2,BB,2017-01-02,1
0,207,FRA,,0.0,2,BB,2017-01-02,0
0,207,FRA,,0.0,2,BB,2017-01-02,0
0,20,GBR,,0.0,2,BB,2017-01-02,1
0,207,FRA,,0.0,2,BB,2017-01-02,0
0,81,PRT,,2.0,2,BB,2017-01-02,1
0,81,PRT,,0.0,2,BB,2017-01-02,0
0,7,ROU,,0.0,2,BB,2017-01-02,0
0,282,SVK,,0.0,2,BB,2017-01-02,0
0,4,ROU,,0.0,2,BB,2017-01-02,0
0,207,FRA,,0.0,2,BB,2017-01-02,0
0,259,ESP,,0.0,2,BB,2017-01-02,0
0,207,FRA,,0.0,2,BB,2017-01-02,2
0,41,BRA,,0.0,2,BB,2017-01-02,1
0,41,BRA,,0.0,2,BB,2017-01-02,1
0,41,BRA,,0.0,2,BB,2017-01-02,1
0,57,FRA,,0.0,2,HB,2017-01-02,0
0,0,BRA,,0.0,2,BB,2017-01-02,1
0,44,PRT,,0.0,2,BB,2017-01-02,0
0,0,PRT,,1.0,2,BB,2017-01-02,0
0,32,PRT,,0.0,2,BB,2017-01-02,0
0,39,ESP,,0.0,2,BB,2017-01-02,0
0,207,FRA,,0.0,2,BB,2017-01-02,0
0,207,FRA,,0.0,2,BB,2017-01-02,0
0,1,USA,,0.0,1,BB,2017-01-02,1
0,0,USA,,0.0,2,BB,2017-01-05,0
0,21,FRA,,0.0,2,BB,2017-01-02,0
0,29,FRA,,0.0,2,BB,2017-01-02,0
0,41,BRA,,0.0,2,BB,2017-01-02,1
0,10,PRT,,0.0,3,BB,2017-01-02,0
0,44,PRT,,0.0,1,BB,2017-01-03,2
0,44,PRT,,0.0,2,BB,2017-01-03,1
0,44,PRT,,0.0,2,BB,2017-01-03,1
0,46,PRT,,0.0,2,BB,2017-01-03,0
0,41,BRA,,0.0,2,BB,2017-01-03,0
0,1,BRA,,0.0,3,BB,2017-01-03,0
0,44,PRT,,0.0,2,BB,2017-01-03,1
0,46,PRT,,0.0,2,BB,2017-01-03,0
0,11,PRT,,0.0,2,BB,2017-01-03,1
0,41,BRA,,0.0,2,BB,2017-01-03,0
0,41,BRA,,0.0,2,BB,2017-01-03,0
0,20,PRT,,0.0,2,BB,2017-01-03,1
0,1,BRA,,0.0,3,BB,2017-01-03,0
0,41,BRA,,0.0,3,BB,2017-01-03,2
0,41,BRA,,0.0,2,BB,2017-01-03,0
0,46,PRT,,0.0,2,BB,2017-01-03,0
0,46,PRT,,0.0,2,BB,2017-01-03,0
0,41,BRA,,0.0,2,BB,2017-01-03,0
0,20,PRT,,0.0,2,BB,2017-01-03,1
0,11,PRT,,0.0,2,BB,2017-01-03,1
0,41,BRA,,0.0,2,BB,2017-01-03,0
0,46,PRT,,0.0,2,BB,2017-01-03,0
0,49,IRL,,0.0,2,SC,2017-01-03,0
0,0,FRA,,0.0,2,SC,2017-01-03,0
0,0,PRT,,0.0,0,SC,2017-01-03,0
0,61,BRA,,0.0,3,BB,2017-01-03,3
0,269,SWE,,0.0,1,BB,2017-01-03,0
0,58,GBR,,0.0,2,BB,2017-01-03,0
0,269,SWE,,0.0,1,BB,2017-01-03,0
0,92,JPN,,0.0,3,BB,2017-01-03,0
0,1,ITA,,0.0,2,BB,2017-01-03,0
0,84,JPN,,2.0,2,BB,2017-01-03,1
0,65,JPN,,2.0,2,BB,2017-01-03,0
0,66,JPN,,2.0,2,BB,2017-01-04,0
0,24,FRA,,0.0,2,BB,2017-01-03,2
0,269,SWE,,0.0,2,BB,2017-01-03,0
0,281,DEU,,0.0,2,BB,2017-01-03,0
0,269,SWE,,0.0,1,BB,2017-01-03,0
0,269,SWE,,0.0,1,BB,2017-01-03,0
0,269,SWE,,0.0,1,BB,2017-01-03,0
0,294,DEU,,0.0,2,BB,2017-01-03,0
0,269,SWE,,0.0,2,BB,2017-01-03,0
0,269,SWE,,0.0,1,BB,2017-01-03,0
0,269,SWE,,0.0,1,BB,2017-01-03,1
0,269,SWE,,0.0,1,BB,2017-01-03,0
0,269,SWE,,0.0,1,BB,2017-01-03,0
0,269,SWE,,0.0,1,BB,2017-01-03,0
0,304,SWE,,0.0,1,BB,2017-01-03,1
0,304,SWE,,0.0,1,BB,2017-01-03,0
0,269,SWE,,0.0,1,BB,2017-01-03,0
0,269,SWE,,0.0,1,BB,2017-01-03,0
0,269,SWE,,0.0,2,BB,2017-01-03,2
0,99,FRA,,0.0,2,BB,2017-01-03,0
0,246,ROU,395.0,0.0,3,BB,2017-01-03,3
0,246,ROU,,0.0,2,BB,2017-01-03,0
0,23,ESP,,0.0,2,BB,2017-01-03,0
0,0,PRT,,0.0,2,BB,2017-01-03,1
0,103,ESP,,0.0,3,BB,2017-01-03,0
0,240,BRA,,0.0,3,BB,2017-01-03,0
0,103,ESP,,0.0,2,BB,2017-01-03,0
0,291,SWE,,0.0,2,BB,2017-01-03,2
0,291,SWE,,0.0,2,BB,2017-01-03,2
0,5,DEU,,0.0,2,BB,2017-01-03,0
0,99,FRA,,0.0,2,BB,2017-01-03,0
0,6,FRA,,0.0,2,BB,2017-01-03,0
0,249,GBR,,0.0,1,SC,2017-01-03,0
0,5,USA,,0.0,2,BB,2017-01-03,0
0,88,USA,,2.0,2,BB,2017-01-04,0
0,0,GBR,,0.0,1,SC,2017-01-04,2
0,6,IRL,91.0,0.0,1,BB,2017-01-04,0
0,17,IRL,91.0,0.0,1,BB,2017-03-21,0
0,128,ITA,,1.0,2,BB,2017-01-04,0
0,103,FRA,,0.0,2,BB,2017-01-04,0
0,0,PRT,,0.0,2,BB,2017-01-04,0
0,6,DEU,,0.0,1,BB,2017-01-04,2
0,12,AUT,,0.0,1,BB,2017-01-04,0
0,77,DEU,,0.0,3,BB,2017-01-04,0
0,77,GBR,,0.0,3,BB,2017-01-04,0
0,152,BRA,,1.0,2,BB,2017-01-04,0
0,67,ITA,,0.0,2,BB,2017-01-04,0
0,4,CHN,,0.0,2,SC,2017-01-04,1
0,0,PRT,,0.0,2,SC,2017-01-04,0
0,41,ESP,,0.0,2,BB,2017-01-04,0
0,1,JPN,,0.0,2,BB,2017-01-04,0
0,19,AUT,,0.0,2,BB,2017-01-04,0
0,5,FRA,,0.0,2,BB,2017-01-04,0
0,84,RUS,,0.0,2,BB,2017-01-04,0
0,90,RUS,,0.0,3,BB,2017-01-04,0
0,231,PRT,,0.0,2,BB,2017-01-04,0
0,171,PRT,,0.0,2,BB,2017-01-04,0
0,258,CHE,,1.0,1,BB,2017-01-04,2
0,259,CHE,,1.0,2,BB,2017-01-04,3
0,0,PRT,,0.0,1,BB,2017-01-04,1
0,0,PRT,,0.0,1,BB,2017-01-04,1
0,0,PRT,,0.0,1,BB,2017-04-19,0
0,22,ESP,,0.0,2,SC,2017-01-04,0
0,259,FRA,,1.0,2,BB,2017-01-04,3
0,0,PRT,,0.0,2,SC,2017-01-04,1
0,14,POL,,0.0,2,SC,2017-01-04,0
0,291,DEU,,0.0,2,BB,2017-01-04,0
0,42,ESP,,1.0,2,BB,2017-01-04,1
0,91,ESP,,0.0,2,BB,2017-01-04,0
0,50,USA,,0.0,2,BB,2017-01-04,0
0,13,ITA,,0.0,2,BB,2017-01-04,2
0,72,KOR,,0.0,2,BB,2017-01-04,0
0,18,NLD,,0.0,2,SC,2017-01-04,0
0,23,HUN,,0.0,2,BB,2017-01-04,1
0,42,USA,,0.0,2,BB,2017-01-05,0
0,39,KOR,,0.0,2,BB,2017-01-05,0
0,7,ITA,,0.0,3,HB,2017-01-05,0
0,84,THA,,0.0,3,BB,2017-01-05,0
0,108,BEL,,0.0,2,HB,2017-01-05,2
0,41,BRA,,0.0,2,SC,2017-01-05,0
0,69,ESP,,0.0,2,BB,2017-01-05,0
0,0,PRT,,0.0,1,SC,2017-01-05,0
0,20,ESP,,0.0,2,SC,2017-01-05,0
0,26,GBR,,0.0,2,BB,2017-01-05,0
0,17,ESP,,0.0,2,BB,2017-01-05,0
0,4,ESP,,0.0,2,BB,2017-01-05,0
0,35,AUT,,0.0,2,BB,2017-01-05,0
0,50,PRT,,0.0,1,SC,2017-01-05,0
0,110,ESP,,0.0,2,BB,2017-01-05,1
0,0,PRT,,0.0,1,BB,2017-01-05,0
0,0,PRT,408.0,0.0,1,BB,2017-01-18,0
0,110,ESP,,2.0,0,BB,2017-01-05,0
0,37,FRA,,0.0,1,BB,2017-01-05,0
0,139,ITA,,0.0,2,BB,2017-01-05,0
0,130,DEU,,2.0,2,BB,2017-01-05,0
0,204,DEU,,0.0,2,BB,2017-01-05,0
0,1,FRA,,0.0,2,BB,2017-01-05,0
0,18,BEL,,0.0,2,HB,2017-01-05,0
0,18,BEL,,0.0,2,HB,2017-01-05,0
0,37,FRA,,0.0,1,BB,2017-01-05,0
0,172,ITA,,1.0,2,BB,2017-01-05,0
0,96,CHE,,0.0,2,HB,2017-01-05,0
0,18,NZL,,0.0,1,SC,2017-01-05,1
0,33,DEU,,0.0,2,SC,2017-01-05,0
0,76,PRT,,0.0,2,BB,2017-01-05,0
0,0,HRV,,0.0,2,BB,2017-01-05,0
0,76,ITA,,0.0,2,BB,2017-01-05,0
0,23,NLD,,0.0,2,BB,2017-01-05,0
0,23,CHN,,0.0,2,BB,2017-01-05,0
0,8,ITA,,0.0,2,BB,2017-01-05,0
0,5,PRT,,0.0,2,BB,2017-01-05,0
0,53,FRA,,0.0,2,HB,2017-01-05,3
0,44,COL,,0.0,3,BB,2017-01-05,0
0,1,PRT,,0.0,1,BB,2017-01-05,1
0,13,PRT,,0.0,2,BB,2017-01-05,0
0,53,FRA,,0.0,2,HB,2017-01-05,0
0,1,PRT,,0.0,2,SC,2017-01-05,1
0,0,DEU,,0.0,2,SC,2017-01-05,0
0,0,USA,,0.0,1,BB,2017-01-05,1
0,40,USA,,0.0,2,SC,2017-01-06,0
0,9,ESP,,0.0,2,BB,2017-01-06,0
0,108,ITA,,0.0,3,BB,2017-01-06,0
0,68,BRA,,0.0,2,BB,2017-01-06,0
0,306,ITA,,0.0,2,SC,2017-01-06,0
0,306,ITA,,0.0,2,SC,2017-01-06,0
0,43,PRT,,0.0,2,SC,2017-01-06,0
0,306,ITA,,1.0,2,BB,2017-01-06,1
0,306,ITA,,0.0,2,SC,2017-01-06,1
0,9,ITA,,1.0,2,BB,2017-01-06,0
0,2,CHN,,0.0,3,BB,2017-01-06,0
0,70,ITA,,2.0,2,BB,2017-01-06,1
0,28,NLD,,0.0,1,BB,2017-01-06,0
0,28,NLD,,0.0,1,BB,2017-01-06,0
0,36,CHN,,0.0,2,SC,2017-01-06,0
0,7,RUS,,0.0,3,BB,2017-01-06,0
0,22,FRA,,0.0,2,SC,2017-01-06,0
0,85,AUS,,0.0,1,SC,2017-01-06,2
0,62,ITA,,0.0,2,BB,2017-01-06,0
0,65,DEU,,0.0,2,BB,2017-01-06,0
0,71,ESP,,0.0,2,BB,2017-01-06,0
0,85,AUS,,0.0,1,SC,2017-01-06,2
0,19,DEU,,0.0,2,BB,2017-01-06,0
0,30,NLD,,0.0,1,BB,2017-01-06,0
0,30,NLD,,0.0,2,BB,2017-01-06,0
0,129,ARG,,0.0,3,BB,2017-01-06,0
0,5,ARG,,0.0,3,BB,2017-01-24,0
0,76,DEU,,0.0,3,BB,2017-01-06,0
0,7,FRA,,0.0,2,BB,2017-01-06,0
0,116,NLD,,1.0,1,BB,2017-01-06,0
0,126,ITA,,0.0,3,BB,2017-01-06,0
0,44,ESP,,0.0,2,BB,2017-01-06,0
0,79,HUN,,0.0,3,BB,2017-01-06,0
0,113,ITA,,0.0,3,BB,2017-01-06,1
0,3,FRA,,0.0,2,BB,2017-01-06,0
0,89,PRT,,0.0,3,BB,2017-01-06,0
0,104,ESP,,1.0,3,BB,2017-01-06,2
0,22,ITA,,0.0,2,SC,2017-01-06,0
0,29,ESP,,0.0,2,HB,2017-01-06,0
0,1,DEU,,0.0,2,BB,2017-01-06,0
0,29,ESP,,0.0,2,HB,2017-01-06,0
0,19,ITA,,0.0,2,BB,2017-01-06,1
0,89,AUT,,0.0,2,HB,2017-01-06,0
0,17,IRN,,0.0,1,BB,2017-01-06,0
0,100,TWN,,0.0,2,SC,2017-01-06,1
0,0,NLD,,1.0,2,BB,2017-01-06,0
0,116,NLD,,1.0,1,BB,2017-01-06,0
0,6,FRA,,0.0,2,BB,2017-01-06,0
0,12,USA,,0.0,1,BB,2017-01-06,1
0,177,PRT,,1.0,3,BB,2017-01-06,0
0,173,BRA,,1.0,2,BB,2017-01-06,4
0,40,IRL,,0.0,2,SC,2017-01-06,0
0,36,ESP,,0.0,2,BB,2017-01-06,0
0,17,FRA,,0.0,2,SC,2017-01-06,0
0,31,ITA,,0.0,2,SC,2017-01-06,0
0,27,ESP,,0.0,2,SC,2017-01-06,0
0,177,PRT,,0.0,0,BB,2017-01-06,2
0,62,ITA,,0.0,2,BB,2017-01-06,0
0,107,FRA,,0.0,2,BB,2017-01-07,0
0,139,ITA,,0.0,3,BB,2017-01-07,0
0,15,NLD,,1.0,2,HB,2017-01-07,0
0,183,RUS,,2.0,2,BB,2017-01-07,0
0,35,ESP,,0.0,2,HB,2017-01-07,1
0,203,BRA,,0.0,2,BB,2017-01-07,0
0,334,RUS,,0.0,3,BB,2017-01-07,0
0,0,PRT,216.0,0.0,2,BB,2017-01-07,0
0,1,GTM,,0.0,2,BB,2017-01-07,1
0,1,GTM,,0.0,2,BB,2017-01-07,1
0,1,GTM,,0.0,2,BB,2017-01-07,1
0,29,DEU,,1.0,2,BB,2017-01-07,0
0,97,ITA,,0.0,3,BB,2017-01-07,0
0,1,RUS,,0.0,2,BB,2017-01-07,0
0,105,FRA,,0.0,2,BB,2017-01-07,0
0,44,RUS,,0.0,2,BB,2017-01-07,0
0,7,ESP,,0.0,2,BB,2017-01-07,0
0,30,FRA,,0.0,2,SC,2017-01-07,0
0,27,AUT,,0.0,2,SC,2017-01-07,0
0,66,BEL,,0.0,2,BB,2017-01-07,0
0,4,PRT,,0.0,2,BB,2017-01-07,0
0,14,ESP,,0.0,2,BB,2017-01-07,1
0,61,CHE,,0.0,2,BB,2017-01-07,0
0,68,DEU,,0.0,2,BB,2017-01-07,0
0,104,FRA,,0.0,2,BB,2017-01-07,0
0,20,ITA,,0.0,2,BB,2017-01-07,0
0,31,DEU,,0.0,2,SC,2017-01-07,0
0,15,PRT,,2.0,2,BB,2017-01-07,0
0,29,PRT,,0.0,3,BB,2017-01-07,0
0,1,ESP,,0.0,2,BB,2017-01-07,0
0,2,ESP,,0.0,2,SC,2017-01-07,0
0,52,DEU,,0.0,2,HB,2017-01-07,0
0,65,CHE,,2.0,2,BB,2017-01-07,1
0,6,BEL,,2.0,2,BB,2017-01-07,0
0,16,PRT,,0.0,3,BB,2017-01-07,0
0,1,DEU,,0.0,2,SC,2017-01-07,0
0,35,SVK,,0.0,2,SC,2017-01-08,1
0,44,RUS,,0.0,2,BB,2017-01-07,0
0,40,PRT,,0.0,2,HB,2017-01-08,0
0,40,ITA,,0.0,3,HB,2017-01-08,0
0,3,USA,,0.0,1,BB,2017-01-08,0
0,43,ITA,,0.0,2,BB,2017-01-08,0
0,162,IRL,,0.0,2,SC,2017-01-08,0
0,13,GBR,,0.0,2,SC,2017-01-08,0
0,31,ESP,,1.0,2,BB,2017-01-08,0
0,21,PRT,,0.0,2,HB,2017-01-08,0
0,9,NLD,,0.0,2,BB,2017-01-08,0
0,9,NLD,,0.0,2,BB,2017-01-08,0
0,12,FRA,,0.0,2,BB,2017-01-08,0
0,22,USA,,0.0,2,BB,2017-01-08,1
0,127,DEU,,0.0,2,HB,2017-01-08,0
0,127,DEU,,0.0,2,HB,2017-01-08,0
0,105,FRA,,0.0,2,BB,2017-01-08,0
0,83,DEU,,0.0,2,SC,2017-01-08,0
0,124,PRT,,0.0,2,BB,2017-01-08,0
0,119,DEU,,0.0,2,BB,2017-01-08,0
0,1,ITA,,0.0,2,SC,2017-01-08,0
0,4,PRT,,0.0,2,BB,2017-01-08,0
0,14,RUS,,1.0,2,BB,2017-01-08,0
0,14,RUS,,0.0,2,BB,2017-01-08,0
0,124,PRT,,0.0,2,BB,2017-01-08,0
0,28,ESP,,0.0,2,HB,2017-01-08,0
0,24,FRA,,0.0,2,BB,2017-01-08,0
0,8,NLD,,0.0,3,BB,2017-01-08,0
0,71,NLD,,0.0,1,SC,2017-01-08,0
0,4,ITA,,1.0,2,HB,2017-01-08,0
0,16,FRA,,0.0,2,BB,2017-01-08,0
0,15,NLD,,2.0,2,BB,2017-01-08,0
0,71,NLD,,0.0,2,SC,2017-01-08,0
0,310,DEU,,0.0,2,SC,2017-01-08,2
0,53,FRA,,0.0,2,BB,2017-01-08,0
0,32,USA,,0.0,2,BB,2017-01-08,0
0,310,DEU,,0.0,2,SC,2017-01-08,2
0,14,PRT,,0.0,2,BB,2017-01-08,0
0,41,PRT,,0.0,2,BB,2017-01-08,0
0,1,PRT,,0.0,2,SC,2017-01-08,0
0,0,FRA,,0.0,2,BB,2017-01-08,0
0,31,ITA,,1.0,2,BB,2017-01-08,0
0,25,GBR,,0.0,2,BB,2017-01-08,0
0,118,RUS,,2.0,2,BB,2017-01-08,0
0,21,USA,,0.0,1,BB,2017-01-08,0
0,11,PRT,,2.0,2,HB,2017-01-08,0
0,44,ITA,,0.0,2,BB,2017-01-08,0
0,2,FRA,,0.0,2,SC,2017-01-09,0
0,0,PRT,,0.0,0,SC,2017-01-09,0
0,3,ZAF,,0.0,2,BB,2017-01-09,0
0,94,CN,,0.0,2,SC,2017-01-09,0
0,10,CHE,,0.0,2,BB,2017-01-09,2
0,28,HRV,,1.0,2,BB,2017-01-09,0
0,28,HRV,,0.0,2,BB,2017-01-09,1
0,0,PRT,,0.0,2,SC,2017-01-09,0
0,0,PRT,,0.0,2,SC,2017-01-09,0
0,6,ITA,,0.0,2,BB,2017-01-09,0
0,1,PRT,,0.0,2,BB,2017-01-09,0
0,58,ITA,,0.0,3,HB,2017-01-09,0
0,85,ITA,,0.0,3,BB,2017-01-09,0
0,1,ESP,,0.0,2,BB,2017-01-09,0
0,1,PRT,,0.0,2,BB,2017-01-09,0
0,1,PRT,,0.0,2,BB,2017-01-09,0
0,9,FRA,,0.0,2,BB,2017-01-09,0
0,0,PRT,,0.0,2,HB,2017-01-09,3
0,64,BEL,,0.0,2,BB,2017-01-09,0
0,41,GBR,,0.0,2,BB,2017-01-09,0
0,47,ITA,,0.0,2,BB,2017-01-09,0
0,1,ESP,,0.0,2,SC,2017-01-09,0
0,14,FRA,,0.0,2,SC,2017-01-09,0
0,49,FRA,,0.0,2,BB,2017-01-09,0
0,4,CHE,,0.0,2,SC,2017-01-09,0
0,30,DEU,,0.0,2,SC,2017-01-09,0
0,3,AUS,,0.0,2,BB,2017-01-09,0
0,3,AUS,,0.0,2,BB,2017-01-09,0
